,Sample ID,comments 1,comments 2,Population,Group_Population,Region,State / Province / City,Country of origin / collected in,Sampling Location (Cambridgesamples),Continent,Language,Latitude,Longitude,source,chip,wikidata,uncertaintu
2097,chukchi8_1m,,,Chukchis,Chukchis,,,Russia,,Siberia,Chukotko-Kamchatkan,,,Yunusbayev et al 2015,1M,,
2098,Esk10,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2099,Esk11,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2100,Esk14,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2101,Esk15,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2102,Esk16,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2103,Esk17B,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2104,Esk18,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2105,Esk19,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2106,Esk1,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2107,Esk2,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2108,Esk20,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2109,Esk21,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2110,Esk3,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2111,Esk4,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2112,Esk5,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2113,Esk6,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2114,Esk7,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2115,Esk8,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2116,Esk9,,,Eskimo,Eskimo,,,Russia,"Novoe Chaplino, Chukotka",Siberia,,,,Cardona 2014,730K,,
2117,aleut325,,,Aleutians,Aleutians,,Alaska,USA,,America,Eskimo Aleut,,,Rasmussen et al 2010,660k,,
2118,aleut361,,,Aleutians,Aleutians,,Alaska,USA,,America,Eskimo Aleut,,,Rasmussen et al 2010,660k,,
2119,aleut364,,,Aleutians,Aleutians,,Alaska,USA,,America,Eskimo Aleut,,,Rasmussen et al 2010,660k,,
2120,aleut376,,,Aleutians,Aleutians,,Alaska,USA,,America,Eskimo Aleut,,,Rasmussen et al 2010,660k,,
2121,aleut396,,,Aleutians,Aleutians,,Alaska,USA,,America,Eskimo Aleut,,,Rasmussen et al 2010,660k,,
2122,aleut400,,,Aleutians,Aleutians,,Alaska,USA,,America,Eskimo Aleut,,,Rasmussen et al 2010,660k,,
2123,aleut401,,,Aleutians,Aleutians,,Alaska,USA,,America,Eskimo Aleut,,,Rasmussen et al 2010,660k,,
2124,aleut420,,,Aleutians,Aleutians,,Alaska,USA,,America,Eskimo Aleut,,,Rasmussen et al 2010,660k,,
2125,aleutAK25,,,Aleutians,Aleutians,,Alaska,USA,,America,Eskimo Aleut,,,Rasmussen et al 2010,660k,,
2126,athabaskCA12,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2127,athabaskCA13,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2128,athabaskCA16,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2129,athabaskCA24,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2130,athabaskCA26,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2131,athabaskCA6,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2132,athabaskCA85,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2133,athabaskCA93,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2134,athabaskCN15,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2135,athabaskCN27,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2136,athabaskCN36,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2137,athabaskCN39,1st degree relative to athabaskCN40,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2138,athabaskCN40,1st degree relative to athabaskCN39,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2139,athabaskCN42,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2140,athabaskCN9,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2141,athabaskHD2,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2142,athabaskHD3,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2143,athabaskHD4,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2144,athabaskSV3,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2145,athabaskSV6,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2146,athabaskTL1,,,Athabascans,Athabascans,,,Canada,,America,,,,Rasmussen et al 2010,660k,,
2147,eastGreenland1,1st degree relative to eastGreenland2,,East_Greenlanders,East_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2148,eastGreenland10,1st degree relative to eastGreenland11 and eastGreenland12 and eastGreenland13,,East_Greenlanders,East_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2149,eastGreenland14,,,East_Greenlanders,East_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2150,eastGreenland16,,,East_Greenlanders,East_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2151,eastGreenland17,1st degree relative to eastGreenland18 and eastGreenland19,,East_Greenlanders,East_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2152,eastGreenland3,,,East_Greenlanders,East_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2153,eastGreenland5,,,East_Greenlanders,East_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2154,eastGreenland6,,,East_Greenlanders,East_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2155,eastGreenland7,,,East_Greenlanders,East_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2156,eastGreenland9,,,East_Greenlanders,East_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2157,westGreenland1,,,West_Greenlanders,West_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2158,westGreenland11,1st degree relative to westGreenland12,,West_Greenlanders,West_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2159,westGreenland16,,,West_Greenlanders,West_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2160,westGreenland17,,,West_Greenlanders,West_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2161,westGreenland18,,,West_Greenlanders,West_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2162,westGreenland2,1st degree relative to westGreenland3,,West_Greenlanders,West_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2163,westGreenland20,1st degree relative to westGreenland13 and westGreenland14 and westGreenland15,,West_Greenlanders,West_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2164,westGreenland5,,,West_Greenlanders,West_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2165,westGreenland6,1st degree relative to westGreenland4,,West_Greenlanders,West_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2166,westGreenland9,,,West_Greenlanders,West_Greenlanders,,,Greenland,,America,,,,Rasmussen et al 2010,660k,,
2167,AndC29,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2168,AndC30,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2169,AndC31,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2170,AndC32,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2171,AndDE16,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2172,AndDE20,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2173,AndDE21,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2174,AndDE23,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2175,AndDE24,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2176,AndDE27,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2177,AndDE28,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2178,AndE1,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2179,AndE10,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2180,AndE12,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2181,AndE13,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2182,AndE14,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2183,AndE2,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2184,AndE3,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2185,AndE6,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2186,AndMC34,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2187,AndMC37,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2188,AndMC38,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2189,AndMC39,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2190,AndMC40,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2191,AndMC41,,,Wichi,Andean,,,Argentina,Matacoan,America,,-23.211137,-64.099653,Eichstaedt et al 2014 PLoS ONE,730K,,
2192,AndO7,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2193,AndS1,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2194,AndS12,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2195,AndS2,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2196,AndS23,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2197,AndS25,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2198,AndS27,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2199,AndS29,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2200,AndS32,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2201,AndS35,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2202,AndS41,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2203,AndS42,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2204,AndS43,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2205,AndS47,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2206,AndS48,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2207,AndS6,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2208,AndS9,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2209,AndT1,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2210,AndT11,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2211,AndT12,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2212,AndT13,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2213,AndT2,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2214,AndT4,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2215,AndT5,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2216,AndT7,,,Colla,Andean,,,Argentina,Salta San Antonio de los Cobres,America,,-24.216166,-66.322668,Eichstaedt et al 2014 PLoS ONE,730K,,
2217,CASG25,,,Casigurans,Casigurans,Casiguran,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2218,CASG30,,,Casigurans,Casigurans,Casiguran,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2219,CASG31,,,Casigurans,Casigurans,Casiguran,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2220,CASG32,,,Casigurans,Casigurans,Casiguran,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2221,CASG5,,,Casigurans,Casigurans,Casiguran,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2222,CASG8,,,Casigurans,Casigurans,Casiguran,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2223,b7,1st degree relative to  d7,,Lowlander,Lowlander,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2224,c8,"1st degree relative to a8, b8, g9, f9",,Lowlander,Lowlander,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2225,ZAMB27,,,Zambales,Zambales,Zambales,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2226,ZAMB28,,,Zambales,Zambales,Zambales,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2227,ZAMB29,,,Zambales,Zambales,Zambales,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2228,ZAMB3,,,Zambales,Zambales,Zambales,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2229,ZAMB44,,,Zambales,Zambales,Zambales,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2230,ZAMB45,,,Zambales,Zambales,Zambales,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2231,a4,,,Tagbanua,Tagbanua,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2232,a6,2nd degree relative to c1,,Tagbanua,Tagbanua,Kayasan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2233,c4,1st degree relative to c5 and e2,,Tagbanua,Tagbanua,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2234,c5,1st degree relative to c4 and e2,,Tagbanua,Tagbanua,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2235,d6,identical to e6; 1st degree relative to a3,,Tagbanua,Tagbanua,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2236,e4,,,Tagbanua,Tagbanua,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2237,f2,,,Tagbanua,Tagbanua,Tanabag (Barocan),,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2238,f3,,,Tagbanua,Tagbanua,Tanabag (Barocan),,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2239,f4,,,Tagbanua,Tagbanua,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2240,g5,,,Tagbanua,Tagbanua,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2241,g7,,,Tagbanua,Tagbanua,,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2242,h2,,,Tagbanua,Tagbanua,,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2243,h5,,,Tagbanua,Tagbanua,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2244,a10,1st degree relative to h11,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2245,a11,,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2246,a7,2nd degree relative to b10,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2247,a8,1st degree relative to c8 and g9 and f9 and b8,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2248,a9,,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2249,AETA111,,,Aeta,Aeta,Zambales,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2250,AETA40,,,Aeta,Aeta,Zambales,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2251,AETA82,,,Aeta,Aeta,Zambales,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2252,b10,,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2253,b11,1st degree relative to c11 and d11,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2254,b9,1st degree relative to f8,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2255,c10,1st degree relative to d10,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2256,c11,1st degree relative to b11,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2257,c9,,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2258,d10,1st degree relative to c10,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2259,d11,"1st degree relative to c11, b11",,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2260,d7,1st degree relative to b7,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2261,d8,,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2262,d9,1st degree relative to f11,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2263,e10,,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2264,e11,,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2265,e12,1st degree relative to e9,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2266,e8,,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2267,e9,1st degree relative to b8 and e12 and g9 and f9,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2268,f8,1st degree relative to b9,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2269,g10,,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2270,g11,,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2271,g12,1st degree relative to f12,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2272,h10,,,Aeta,Aeta,,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2273,h12,1st degree relative to f12,,Aeta,Aeta,,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2274,h8,,,Aeta,Aeta,Kanaynayan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Rasmussen 2011,610k,,
2275,AGTA1,,,Agta,Agta,San Ildefonso Peninsular,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2276,AGTA57,,,Agta,Agta,San Ildefonso Peninsular,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2277,AGTA72,,,Agta,Agta,San Ildefonso Peninsular,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2278,a1,1st degree relative to b2 and h3 and g2,,Batak,Batak,Tanabag (Barocan),,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2279,a2,1st degree relative to f1,,Batak,Batak,Tanabag (Barocan),,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2280,a3,1st degree relative to d6 and e6 and g4,,Batak,Batak,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2281,b2,"identical to h3; 1st degree relative to a1, h3 and g2",,Batak,Batak,Tanabag (Barocan),,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2282,b4,,,Batak,Batak,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2283,b6,,,Batak,Batak,Kayasan,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2284,c1,,,Batak,Batak,Tanabag (Barocan),,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2285,c2,2nd degree relative to d1 and e1,,Batak,Batak,Tanabag (Barocan),,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2286,c3,1st degree relative to e3,,Batak,Batak,Tanabag (Barocan),,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2287,c6,,,Batak,Batak,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2288,d1,,,Batak,Batak,Tanabag (Barocan),,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2289,d2,,,Batak,Batak,Tanabag (Barocan),,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2290,d3,,,Batak,Batak,Tanabag (Barocan),,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2291,d4,,,Batak,Batak,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2292,d5,1st degree relative to e5,,Batak,Batak,Mangapin,,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
2293,e1,,,Batak,Batak,Tanabag (Barocan),,Philippines,,Southeast Asia,AUSTRONESIAN,,,Migliano 2013,610k,,
